gate_index,gate_name,split_time_s,exit_time_s,missed,retries,max_speed_m_s,cv_detection_rate
1,Gate01,1.5509614944458008,1774888510.272395,no,0,12.11,100.00%
2,Gate02,2.037750482559204,1774888512.3101454,no,0,10.36,26.67%
3,Gate03,1.0551788806915283,1774888513.3653243,no,0,11.84,100.00%
0,Gate00,2.1424646377563477,1774888543.8744376,no,0,10.18,100.00%
1,Gate01,9.486512660980225,1774888553.3609502,no,0,11.95,73.91%
2,Gate02,1.456324815750122,1774888554.817275,no,0,10.17,90.91%
3,Gate03,1.0873079299926758,1774888555.904583,no,0,11.55,100.00%
4,Gate04,0.878551721572876,1774888556.7831347,no,0,12.85,38.46%
5,Gate05,1.1269819736480713,1774888557.9101167,no,0,12.46,100.00%
0,Gate00,2.308608055114746,1774888892.1099594,no,0,9.58,100.00%
1,Gate01,1.676170825958252,1774888893.7861302,no,0,11.28,100.00%
2,Gate02,1.6239664554595947,1774888895.4100966,no,0,11.29,100.00%
3,Gate03,2.5047414302825928,1774888897.914838,no,0,14.09,100.00%
5,Gate05,0.7553732395172119,1774888898.6702113,no,0,14.35,72.73%
6,Gate06,1.0662868022918701,1774888899.736498,no,0,12.24,100.00%
7,Gate07,3.6480865478515625,1774888903.3845847,no,0,14.75,88.89%
10,Gate10_21,2.738356351852417,1774888906.122941,no,0,14.94,77.50%
0,Gate00,9.578696012496948,1774888943.0945702,no,0,10.00,60.87%
1,Gate01,1.5379185676574707,1774888944.6324887,no,0,9.24,100.00%
2,Gate02,2.3372671604156494,1774888946.969756,no,0,13.67,100.00%
4,Gate04,0.8448381423950195,1774888947.814594,no,0,13.79,76.92%
5,Gate05,2.3489739894866943,1774888950.163568,no,0,12.19,91.43%
6,Gate06,1.4186768531799316,1774888951.5822449,no,0,10.23,65.22%
7,Gate07,1.6487951278686523,1774888953.23104,no,0,9.44,100.00%
8,Gate08,3.926003932952881,1774888957.157044,no,0,11.51,93.22%
0,Gate00,2.650508403778076,1774918268.347879,no,0,11.97,81.48%
0,Gate00,3.526855230331421,1774918269.2577217,no,0,13.58,88.89%
0,Gate00,212.66793012619019,1774918967.2226367,no,0,13.50,99.86%
0,Gate00,229.0108187198639,1774919372.2489955,no,0,24.15,98.05%
0,Gate00,38.72737765312195,1774920711.2260902,no,0,14.56,99.78%
2,Gate02,150.22994422912598,1774920861.4560344,no,0,29.13,86.67%
0,Gate00,123.7298686504364,1774974635.4365177,no,0,26.71,88.89%
